english	translation	category	sub_category	source
Dwarven stout(m3)	矮人黑啤酒 (成熟 3)	name	item	Dwarven stout(m3)
Dwarven stout(m4)	矮人黑啤酒 (成熟 4)	name	item	Dwarven stout(m4)
Asgarnian ale(m1)	阿斯加尼亚麦酒 (成熟 1)	name	item	Asgarnian ale(m1)
Asgarnian ale(m2)	阿斯加尼亚麦酒 (成熟 2)	name	item	Asgarnian ale(m2)
Asgarnian ale(m3)	阿斯加尼亚麦酒 (成熟 3)	name	item	Asgarnian ale(m3)
Asgarnian ale(m4)	阿斯加尼亚麦酒 (成熟 4)	name	item	Asgarnian ale(m4)
Greenmans ale(m1)	绿人麦酒 (成熟 1)	name	item	Greenmans ale(m1)
Greenmans ale(m2)	绿人麦酒 (成熟 2)	name	item	Greenmans ale(m2)
Greenmans ale(m3)	绿人麦酒 (成熟 3)	name	item	Greenmans ale(m3)
Greenmans ale(m4)	绿人麦酒 (成熟 4)	name	item	Greenmans ale(m4)
Mind bomb(m1)	法师心灵炸弹 (成熟 1)	name	item	Mind bomb(m1)
Mind bomb(m2)	法师心灵炸弹 (成熟 2)	name	item	Mind bomb(m2)
Mind bomb(m3)	法师心灵炸弹 (成熟 3)	name	item	Mind bomb(m3)
Mind bomb(m4)	法师心灵炸弹 (成熟 4)	name	item	Mind bomb(m4)
Dragon bitter(m1)	龙苦啤酒 (成熟 1)	name	item	Dragon bitter(m1)
Dragon bitter(m2)	龙苦啤酒 (成熟 2)	name	item	Dragon bitter(m2)
Dragon bitter(m3)	龙苦啤酒 (成熟 3)	name	item	Dragon bitter(m3)
Dragon bitter(m4)	龙苦啤酒 (成熟 4)	name	item	Dragon bitter(m4)
Moonlight mead(m1)	月光蜂蜜酒 (成熟 1)	name	item	Moonlight mead(m1)
Moonlight mead(m2)	月光蜂蜜酒 (成熟 2)	name	item	Moonlight mead(m2)
Moonlight mead(m3)	月光蜂蜜酒 (成熟 3)	name	item	Moonlight mead(m3)
Moonlight mead(m4)	月光蜂蜜酒 (成熟 4)	name	item	Moonlight mead(m4)
Axeman's folly(m1)	樵夫的愚行 (成熟 1)	name	item	Axeman's folly(m1)
Axeman's folly(m2)	樵夫的愚行 (成熟 2)	name	item	Axeman's folly(m2)
Axeman's folly(m3)	樵夫的愚行 (成熟 3)	name	item	Axeman's folly(m3)
Axeman's folly(m4)	樵夫的愚行 (成熟 4)	name	item	Axeman's folly(m4)
Chef's delight(m1)	厨师的喜悦 (成熟 1)	name	item	Chef's delight(m1)
Chef's delight(m2)	厨师的喜悦 (成熟 2)	name	item	Chef's delight(m2)
Chef's delight(m3)	厨师的喜悦 (成熟 3)	name	item	Chef's delight(m3)
Chef's delight(m4)	厨师的喜悦 (成熟 4)	name	item	Chef's delight(m4)
Slayer's respite(m1)	杀戮者的喘息 (成熟 1)	name	item	Slayer's respite(m1)
Slayer's respite(m2)	杀戮者的喘息 (成熟 2)	name	item	Slayer's respite(m2)
Slayer's respite(m3)	杀戮者的喘息 (成熟 3)	name	item	Slayer's respite(m3)
Slayer's respite(m4)	杀戮者的喘息 (成熟 4)	name	item	Slayer's respite(m4)
Cider(m1)	苹果酒 (成熟 1)	name	item	Cider(m1)
Cider(m2)	苹果酒 (成熟 2)	name	item	Cider(m2)
Cider(m3)	苹果酒 (成熟 3)	name	item	Cider(m3)
Cider(m4)	苹果酒 (成熟 4)	name	item	Cider(m4)
Jute fibre	黄麻纤维	name	item	Jute fibre
Willow branch	柳木树枝	name	item	Willow branch
Coconut milk	椰奶	name	item	Coconut milk
Weapon poison+ (unf)	武器毒素 + (未完成)	name	item	Weapon poison+ (unf)
Weapon poison(+)	武器毒素 (+)	name	item	Weapon poison(+)
Weapon poison++ (unf)	武器毒素 ++ (未完成)	name	item	Weapon poison++ (unf)
Weapon poison(++)	武器毒素 (++)	name	item	Weapon poison(++)
Antidote+ (unf)	优质解毒剂 + (未完成)	name	item	Antidote+ (unf)
Antidote+(4)	优质解毒剂 + (4)	name	item	Antidote+(4)
Antidote+(3)	优质解毒剂 + (3)	name	item	Antidote+(3)
Antidote+(2)	优质解毒剂 + (2)	name	item	Antidote+(2)
Antidote+(1)	优质解毒剂 + (1)	name	item	Antidote+(1)
Antidote++ (unf)	优质解毒剂 ++ (未完成)	name	item	Antidote++ (unf)
Antidote++(4)	优质解毒剂 ++ (4)	name	item	Antidote++(4)
Antidote++(3)	优质解毒剂 ++ (3)	name	item	Antidote++(3)
Antidote++(2)	优质解毒剂 ++ (2)	name	item	Antidote++(2)
Antidote++(1)	优质解毒剂 ++ (1)	name	item	Antidote++(1)
Tomatoes(1)	番茄 (1)	name	item	Tomatoes(1)
Tomatoes(2)	番茄 (2)	name	item	Tomatoes(2)
Tomatoes(3)	番茄 (3)	name	item	Tomatoes(3)
Tomatoes(4)	番茄 (4)	name	item	Tomatoes(4)
Tomatoes(5)	番茄 (5)	name	item	Tomatoes(5)
Curry leaf	咖喱叶	name	item	Curry leaf
Papaya fruit	木瓜果实	name	item	Papaya fruit
Coconut	椰子	name	item	Coconut
Half coconut	半个椰子	name	item	Half coconut
Coconut shell	椰子壳	name	item	Coconut shell
Calquat fruit	卡夸特果实	name	item	Calquat fruit
Watermelon	西瓜	name	item	Watermelon
Watermelon slice	西瓜片	name	item	Watermelon slice
Sweetcorn	甜玉米	name	item	Sweetcorn
Cooked sweetcorn	熟甜玉米	name	item	Cooked sweetcorn
Burnt sweetcorn	烧焦的甜玉米	name	item	Burnt sweetcorn
Apple mush	苹果糊	name	item	Apple mush
Hammerstone hops	汉默石啤酒花	name	item	Hammerstone hops
Asgarnian hops	阿斯加尼亚啤酒花	name	item	Asgarnian hops
Yanillian hops	雅尼利安啤酒花	name	item	Yanillian hops
Krandorian hops	克兰多尔啤酒花	name	item	Krandorian hops
Wildblood hops	野血啤酒花	name	item	Wildblood hops
Mushroom	蘑菇	name	item	Mushroom
Barley	大麦	name	item	Barley
Barley malt	大麦麦芽	name	item	Barley malt
Marigolds	金盏花	name	item	Marigolds
Nasturtiums	旱金莲	name	item	Nasturtiums
Rosemary	迷迭香	name	item	Rosemary
Cactus spine	仙人掌刺	name	item	Cactus spine
Poison ivy berries	毒藤莓	name	item	Poison ivy berries
Leaves	叶子	name	item	Leaves
Oak leaves	橡树叶	name	item	Oak leaves
Willow leaves	柳树叶	name	item	Willow leaves
Yew leaves	紫杉树叶	name	item	Yew leaves
Maple leaves	枫树叶	name	item	Maple leaves
Magic leaves	魔法树叶	name	item	Magic leaves
Compost	堆肥	name	item	Compost
Supercompost	超级堆肥	name	item	Supercompost
Plant cure	植物治疗药水	name	item	Plant cure
Magic string	魔法线	name	item	Magic string
Amulet of nature	自然护符	name	item	Amulet of nature
Pre-nature amulet	自然护符 (未充能)	name	item	Pre-nature amulet
Oak roots	橡树根	name	item	Oak roots
Willow roots	柳树根	name	item	Willow roots
Maple roots	枫树根	name	item	Maple roots
Yew roots	紫杉树根	name	item	Yew roots
Magic roots	魔法树根	name	item	Magic roots
Spirit roots	灵魂树根	name	item	Spirit roots
Weeds	杂草	name	item	Weeds
Hay sack	干草袋	name	item	Hay sack
Scarecrow	稻草人	name	item	Scarecrow
Bronze bolts (p+)	青铜弩箭 (毒+)	name	item	Bronze bolts (p+)
Bronze bolts (p++)	青铜弩箭 (毒++)	name	item	Bronze bolts (p++)
Spirit tree	灵魂树	name	item	Spirit tree
Bloody mourner top	血腥哀悼者上衣	name	item	Bloody mourner top
Mourner top	哀悼者上衣	name	item	Mourner top
Ripped mourner trousers	破损哀悼者裤子	name	item	Ripped mourner trousers
Mourner trousers	哀悼者裤子	name	item	Mourner trousers
Mourner gloves	哀悼者手套	name	item	Mourner gloves
Mourner boots	哀悼者靴	name	item	Mourner boots
Mourner cloak	哀悼者斗篷	name	item	Mourner cloak
Mourner letter	哀悼者信件	name	item	Mourner letter
Tegid's soap	特基德的肥皂	name	item	Tegid's soap
Prifddinas' history	普里夫迪纳斯城的历史	name	item	Prifddinas' history
Eastern discovery	东方发现	name	item	Eastern discovery
Eastern settlement	东方定居点	name	item	Eastern settlement
The great divide	大分裂	name	item	The great divide
Broken device	破损的装置	name	item	Broken device
Fixed device	修复的装置	name	item	Fixed device
Tarnished key	暗淡的钥匙	name	item	Tarnished key
Worn key	磨损的钥匙	name	item	Worn key
Red dye bellows	红色染料风箱	name	item	Red dye bellows
Blue dye bellows	蓝色染料风箱	name	item	Blue dye bellows
Yellow dye bellows	黄色染料风箱	name	item	Yellow dye bellows
Green dye bellows	绿色染料风箱	name	item	Green dye bellows
Blue toad	蓝色蟾蜍	name	item	Blue toad
Red toad	红色蟾蜍	name	item	Red toad
Yellow toad	黄色蟾蜍	name	item	Yellow toad
Green toad	绿色蟾蜍	name	item	Green toad
Rotten apples	烂苹果	name	item	Rotten apples
Apple barrel	苹果桶	name	item	Apple barrel
Naphtha apple mix	石脑油苹果混合物	name	item	Naphtha apple mix
Toxic naphtha	有毒石的脑油	name	item	Toxic naphtha
Sieve	筛子	name	item	Sieve
Toxic powder	有毒的粉末	name	item	Toxic powder
Teleport crystal (4)	传送水晶 (4)	name	item	Teleport crystal (4)
Teleport crystal (3)	传送水晶 (3)	name	item	Teleport crystal (3)
Teleport crystal (2)	传送水晶 (2)	name	item	Teleport crystal (2)
Teleport crystal (1)	传送水晶 (1)	name	item	Teleport crystal (1)
Crystal teleport seed	水晶传送种子	name	item	Crystal teleport seed
New key	新钥匙	name	item	New key
Elf	精灵	name	item	Elf
Ghostly boots	幽灵靴	name	item	Ghostly boots
Ghostly robe	幽灵长袍	name	item	Ghostly robe
Ghostly hood	幽灵兜帽	name	item	Ghostly hood
Ghostly gloves	幽灵手套	name	item	Ghostly gloves
Ghostly cloak	幽灵斗篷	name	item	Ghostly cloak
Kelda seed	凯尔达啤酒花种子	name	item	Kelda seed
Kelda hops	凯尔达啤酒花	name	item	Kelda hops
Kelda stout	凯尔达黑啤酒	name	item	Kelda stout
Square stone	方形石头	name	item	Square stone
A chair	椅子	name	item	A chair
Enchanted lyre(2)	魔法竖琴 (2)	name	item	Enchanted lyre(2)
Enchanted lyre(3)	魔法竖琴 (3)	name	item	Enchanted lyre(3)
Enchanted lyre(4)	魔法竖琴 (4)	name	item	Enchanted lyre(4)
Rock-shell helm	岩壳头盔	name	item	Rock-shell helm
Rock-shell plate	岩壳胸甲	name	item	Rock-shell plate
Rock-shell legs	岩壳腿甲	name	item	Rock-shell legs
Spined helm	刺皮头盔	name	item	Spined helm
Spined body	刺皮甲	name	item	Spined body
Spined chaps	刺皮裤	name	item	Spined chaps
Skeletal helm	骷髅头盔	name	item	Skeletal helm
Skeletal top	骷髅上衣	name	item	Skeletal top
Skeletal bottoms	骷髅下装	name	item	Skeletal bottoms
Spined boots	刺皮靴	name	item	Spined boots
Rock-shell boots	岩壳靴	name	item	Rock-shell boots
Skeletal boots	骷髅靴	name	item	Skeletal boots
Spined gloves	刺皮手套	name	item	Spined gloves
Rock-shell gloves	岩壳手套	name	item	Rock-shell gloves
Skeletal gloves	骷髅手套	name	item	Skeletal gloves
Dagannoth hide	深潜者皮	name	item	Dagannoth hide
Rock-shell chunk	岩壳块	name	item	Rock-shell chunk
Rock-shell shard	岩壳碎片	name	item	Rock-shell shard
Rock-shell splinter	岩壳裂片	name	item	Rock-shell splinter
Skull piece	头骨碎片	name	item	Skull piece
Ribcage piece	肋骨碎片	name	item	Ribcage piece
Fibula piece	腓骨碎片	name	item	Fibula piece
Circular hide	圆形兽皮	name	item	Circular hide
Flattened hide	压平的兽皮	name	item	Flattened hide
Stretched hide	拉伸的兽皮	name	item	Stretched hide
Raw pheasant	生雉鸡肉	name	item	Raw pheasant
Lederhosen top	皮裤上衣	name	item	Lederhosen top
Lederhosen shorts	皮裤短裤	name	item	Lederhosen shorts
Lederhosen hat	皮裤帽	name	item	Lederhosen hat
Frog token	青蛙代币	name	item	Frog token
Royal frog tunic	皇家青蛙上衣	name	item	Royal frog tunic
Royal frog leggings	皇家青蛙腿套	name	item	Royal frog leggings
Royal frog blouse	皇家青蛙衬衫	name	item	Royal frog blouse
Royal frog skirt	皇家青蛙裙	name	item	Royal frog skirt
Frog mask	青蛙面具	name	item	Frog mask
Mystery box	神秘盒子	name	item	Mystery box
Raw fishlike thing	生鱼状物	name	item	Raw fishlike thing
Fishlike thing	鱼状物	name	item	Fishlike thing
Teak pyre logs	火葬用柚木原木	name	item	Teak pyre logs
Mahogany pyre logs	火葬用红木原木	name	item	Mahogany pyre logs
Broodoo shield (10)	布鲁多盾 (10)	name	item	Broodoo shield (10)
Broodoo shield (9)	布鲁多盾 (9)	name	item	Broodoo shield (9)
Broodoo shield (8)	布鲁多盾 (8)	name	item	Broodoo shield (8)
Broodoo shield (7)	布鲁多盾 (7)	name	item	Broodoo shield (7)
Broodoo shield (6)	布鲁多盾 (6)	name	item	Broodoo shield (6)
Broodoo shield (5)	布鲁多盾 (5)	name	item	Broodoo shield (5)
Broodoo shield (4)	布鲁多盾 (4)	name	item	Broodoo shield (4)
Broodoo shield (3)	布鲁多盾 (3)	name	item	Broodoo shield (3)
Broodoo shield (2)	布鲁多盾 (2)	name	item	Broodoo shield (2)
Broodoo shield (1)	布鲁多盾 (1)	name	item	Broodoo shield (1)
Broodoo shield	布鲁多盾	name	item	Broodoo shield
Thatch spar light	茅草穗 (轻)	name	item	Thatch spar light
Thatch spar med	茅草穗 (中)	name	item	Thatch spar med
Thatch spar dense	茅草穗 (密)	name	item	Thatch spar dense
Snake hide	蛇皮	name	item	Snake hide
Snakeskin	蛇皮	name	item	Snakeskin
Spider carcass	蛛尸	name	item	Spider carcass
Spider on stick	烤蜘蛛串 (木棍)	name	item	Spider on stick
Spider on shaft	烤蜘蛛串 (箭杆)	name	item	Spider on shaft
Burnt spider	烧焦的蜘蛛	name	item	Burnt spider
Skewer stick	串烧棍	name	item	Skewer stick
Trading sticks	交易棒	name	item	Trading sticks
Gout tuber	痛风草茎	name	item	Gout tuber
Opal machete	蛋白石砍刀	name	item	Opal machete
Jade machete	翡翠砍刀	name	item	Jade machete
Red topaz machete	红托帕石砍刀	name	item	Red topaz machete
Proboscis	喙	name	item	Proboscis
Snakeskin body	蛇皮甲	name	item	Snakeskin body
Snakeskin chaps	蛇皮裤	name	item	Snakeskin chaps
Snakeskin bandana	蛇皮头巾	name	item	Snakeskin bandana
Snakeskin boots	蛇皮靴	name	item	Snakeskin boots
Snakeskin vambraces	蛇皮护臂	name	item	Snakeskin vambraces
Mahogany logs	红木原木	name	item	Mahogany logs
Teak logs	柚木原木	name	item	Teak logs
Tribal mask	部落面具	name	item	Tribal mask
Tribal top	部落上衣	name	item	Tribal top
Villager robe	村民长袍	name	item	Villager robe
Villager hat	村民帽	name	item	Villager hat
Villager armband	村民臂章	name	item	Villager armband
Villager sandals	村民凉鞋	name	item	Villager sandals
Fez	菲斯帽	name	item	Fez
Desert top	沙漠上衣	name	item	Desert top
Desert robes	沙漠长袍	name	item	Desert robes
Desert legs	沙漠腿甲	name	item	Desert legs
Menaphite purple hat	梅纳菲特紫色帽子	name	item	Menaphite purple hat
Menaphite purple top	梅纳菲特紫色上衣	name	item	Menaphite purple top
Menaphite purple robe	梅纳菲特紫色长袍	name	item	Menaphite purple robe
Menaphite purple kilt	梅纳菲特紫色裙甲	name	item	Menaphite purple kilt
Menaphite red hat	梅纳菲特红色帽子	name	item	Menaphite red hat
Menaphite red top	梅纳菲特红色上衣	name	item	Menaphite red top
Menaphite red robe	梅纳菲特红色长袍	name	item	Menaphite red robe
Menaphite red kilt	梅纳菲特红色裙甲	name	item	Menaphite red kilt
Oak blackjack(o)	橡木短棍 (攻击型)	name	item	Oak blackjack(o)
Oak blackjack(d)	橡木短棍 (防御型)	name	item	Oak blackjack(d)
Willow blackjack(o)	柳木短棍 (攻击型)	name	item	Willow blackjack(o)
Willow blackjack(d)	柳木短棍 (防御型)	name	item	Willow blackjack(d)
Maple blackjack	枫木短棍	name	item	Maple blackjack
Maple blackjack(o)	枫木短棍 (攻击型)	name	item	Maple blackjack(o)
Maple blackjack(d)	枫木短棍 (防御型)	name	item	Maple blackjack(d)
Spadeful of coke	一铲焦炭	name	item	Spadeful of coke
Kandarin headgear	坎达林头冠	name	item	Kandarin headgear
Mage arena cape	法师竞技场斗篷	name	item	Mage arena cape
White rose seed	白玫瑰种子	name	item	White rose seed
Red rose seed	红玫瑰种子	name	item	Red rose seed
Pink rose seed	粉玫瑰种子	name	item	Pink rose seed
Vine seed	藤蔓种子	name	item	Vine seed
Delphinium seed	翠雀花种子	name	item	Delphinium seed
Orchid seed	兰花种子	name	item	Orchid seed
Snowdrop seed	雪花莲种子	name	item	Snowdrop seed
White tree shoot	白树芽	name	item	White tree shoot
White tree shoot (w)	白树芽 (已浇水)	name	item	White tree shoot (w)
White tree sapling	白树树苗	name	item	White tree sapling
Ring of charos(a)	查罗斯之戒 (已激活)	name	item	Ring of charos(a)
Rune shards	符文碎片	name	item	Rune shards
Rune dust	符文精华粉末	name	item	Rune dust
White tree fruit	白树果实	name	item	White tree fruit
Compost potion(4)	堆肥药水 (4)	name	item	Compost potion(4)
Compost potion(3)	堆肥药水 (3)	name	item	Compost potion(3)
Compost potion(2)	堆肥药水 (2)	name	item	Compost potion(2)
Compost potion(1)	堆肥药水 (1)	name	item	Compost potion(1)
Trolley	手推车	name	item	Trolley
List	清单	name	item	List
Agility jump	跳跃 (敏捷技能)	name	item	Agility jump
Agility balance	平衡 (敏捷技能)	name	item	Agility balance
Agility contortion	扭曲身体 (敏捷技能)	name	item	Agility contortion
Agility climb	攀爬 (敏捷技能)	name	item	Agility climb
Toktz-xil-ul	黑曜石环刃	name	item	Toktz-xil-ul
Toktz-xil-ak	黑曜石剑	name	item	Toktz-xil-ak
Toktz-ket-xil	黑曜石盾	name	item	Toktz-ket-xil
Toktz-xil-ek	黑曜石刀	name	item	Toktz-xil-ek
Toktz-mej-tal	黑曜石法杖	name	item	Toktz-mej-tal
Tzhaar-ket-em	黑曜石钉锤	name	item	Tzhaar-ket-em
Tzhaar-ket-om	黑曜石战锤	name	item	Tzhaar-ket-om
Tokkul	托库尔	name	item	Tokkul
Mouse toy	老鼠玩具	name	item	Mouse toy
Present	礼物	name	item	Present
Catspeak amulet(e)	猫语护符 (附魔)	name	item	Catspeak amulet(e)
Chores	杂务	name	item	Chores
Recipe	食谱	name	item	Recipe
Doctor's hat	医生帽	name	item	Doctor's hat
Nurse hat	护士帽	name	item	Nurse hat
Lazy cat	懒猫	name	item	Lazy cat
Wily cat	机灵的猫	name	item	Wily cat
Ahab's beer	亚哈的啤酒	name	item	Ahab's beer
Mud battlestaff	泥之战杖	name	item	Mud battlestaff
Mystic mud staff	神秘泥之法杖	name	item	Mystic mud staff
Obsidian cape	黑曜石斗篷	name	item	Obsidian cape
Fire cape	火焰斗篷	name	item	Fire cape
Uncut onyx	未切割的玛瑙	name	item	Uncut onyx
Onyx	玛瑙	name	item	Onyx
Onyx ring	玛瑙戒指	name	item	Onyx ring
Onyx necklace	玛瑙项链	name	item	Onyx necklace
Onyx amulet (u)	玛瑙护符 (未穿线)	name	item	Onyx amulet (u)
Onyx amulet	玛瑙护符	name	item	Onyx amulet
Ring of stone	石戒	name	item	Ring of stone
Amulet of fury	愤怒护符	name	item	Amulet of fury
White claws	白骑士爪	name	item	White claws
White battleaxe	白骑士战斧	name	item	White battleaxe
White dagger	白骑士匕首	name	item	White dagger
White dagger(p)	白骑士匕首 (毒)	name	item	White dagger(p)
White dagger(p+)	白骑士匕首 (毒+)	name	item	White dagger(p+)
White dagger(p++)	白骑士匕首 (毒++)	name	item	White dagger(p++)
White halberd	白骑士戟	name	item	White halberd
White mace	白骑士钉锤	name	item	White mace
White magic staff	白骑士法杖	name	item	White magic staff
White sword	白骑士剑	name	item	White sword
White longsword	白骑士长剑	name	item	White longsword
White 2h sword	白骑士双手剑	name	item	White 2h sword
White scimitar	白骑士弯刀	name	item	White scimitar
White warhammer	白骑士战锤	name	item	White warhammer
White chainbody	白骑士链甲	name	item	White chainbody
White platebody	白骑士胸甲	name	item	White platebody
White boots	白骑士靴	name	item	White boots
White med helm	白骑士中盔	name	item	White med helm
White full helm	白骑士头盔	name	item	White full helm
White platelegs	白骑士腿甲	name	item	White platelegs
White plateskirt	白骑士裙甲	name	item	White plateskirt
White gloves	白骑士手套	name	item	White gloves
White sq shield	白骑士方盾	name	item	White sq shield
White kiteshield	白骑士鸢盾	name	item	White kiteshield
Commorb	通讯球	name	item	Commorb
Solus's hat	索卢斯的帽	name	item	Solus's hat
Dark beast	暗黑兽	name	item	Dark beast
Colour wheel	色轮	name	item	Colour wheel
Hand mirror	手持镜子	name	item	Hand mirror
Red crystal	红色水晶	name	item	Red crystal
Yellow crystal	黄色水晶	name	item	Yellow crystal
Green crystal	绿色水晶	name	item	Green crystal
Cyan crystal	青色水晶	name	item	Cyan crystal
Blue crystal	蓝色水晶	name	item	Blue crystal
Magenta crystal	品红色水晶	name	item	Magenta crystal
Fractured crystal	碎裂的水晶	name	item	Fractured crystal
Item list	物品清单	name	item	Item list
Edern's journal	埃登的日记	name	item	Edern's journal
Blackened crystal	黑化水晶	name	item	Blackened crystal
Newly made crystal	新制水晶	name	item	Newly made crystal
Crystal trinket	水晶饰品	name	item	Crystal trinket
Camo top	迷彩上衣	name	item	Camo top
Camo bottoms	迷彩下装	name	item	Camo bottoms
Camo helmet	迷彩头盔	name	item	Camo helmet
Fishing explosive	钓鱼炸药	name	item	Fishing explosive
Mogre	莫格雷食人魔	name	item	Mogre
Broken fishing rod	破损的鱼竿	name	item	Broken fishing rod
Forlorn boot	被遗弃的靴子	name	item	Forlorn boot
Mudskipper hat	弹涂鱼帽	name	item	Mudskipper hat
Flippers	脚蹼	name	item	Flippers
Empty fishbowl	空鱼缸	name	item	Empty fishbowl
Fishbowl	鱼缸	name	item	Fishbowl
Fishbowl and net	鱼缸和网	name	item	Fishbowl and net
Tiny net	小网	name	item	Tiny net
Empty fish food box	空鱼粮盒	name	item	Empty fish food box
Guam in a box	盒装瓜姆叶	name	item	Guam in a box
Guam in a box?	盒装瓜姆叶？	name	item	Guam in a box?
Seaweed in a box	盒装海藻	name	item	Seaweed in a box
Seaweed in a box?	盒装海藻？	name	item	Seaweed in a box?
Ground guam	瓜姆叶粉	name	item	Ground guam
Ground seaweed	海藻粉	name	item	Ground seaweed
Saradomin brew(4)	萨拉多明灵药 (4)	name	item	Saradomin brew(4)
Saradomin brew(3)	萨拉多明灵药 (3)	name	item	Saradomin brew(3)
Saradomin brew(2)	萨拉多明灵药 (2)	name	item	Saradomin brew(2)
Saradomin brew(1)	萨拉多明灵药 (1)	name	item	Saradomin brew(1)
Crushed nest	碎鸟巢	name	item	Crushed nest
Desert lizard	沙漠蜥蜴	name	item	Desert lizard
Ice cooler	冰桶	name	item	Ice cooler
Pat of butter	一块黄油	name	item	Pat of butter
Burnt potato	焦土豆	name	item	Burnt potato
Baked potato	烤土豆	name	item	Baked potato
Potato with butter	黄油土豆	name	item	Potato with butter
Potato with cheese	乳酪土豆	name	item	Potato with cheese
Camulet	骆驼护符	name	item	Camulet
Slayer gloves	杀戮者手套	name	item	Slayer gloves
Fever spider	热病蜘蛛	name	item	Fever spider
Blindweed seed	盲草种子	name	item	Blindweed seed
Blindweed	盲草	name	item	Blindweed
Wrench	扳手	name	item	Wrench
Holy wrench	神圣扳手	name	item	Holy wrench
Sluglings	小蛞蝓	name	item	Sluglings
Karamthulhu	卡拉姆苏鲁鱿鱼	name	item	Karamthulhu
Fever spider body	热病蜘蛛的尸体	name	item	Fever spider body
Unsanitary swill	不卫生的泔水	name	item	Unsanitary swill
Rusty scimitar	生锈弯刀	name	item	Rusty scimitar
Zombie head	僵尸头颅	name	item	Zombie head
Seercull	法师杀手	name	item	Seercull
Dagannoth-king bonemeal	深潜者之王的骨粉	name	item	Dagannoth-king bonemeal
Dagannoth bones	深潜者骨头	name	item	Dagannoth bones
Seers ring	先知戒指	name	item	Seers ring
Archers ring	射手戒指	name	item	Archers ring
Warrior ring	勇士戒指	name	item	Warrior ring
Berserker ring	狂战士戒指	name	item	Berserker ring
Dragon axe	龙金斧	name	item	Dragon axe
Dragon axe head	龙金斧头	name	item	Dragon axe head
Darklight	黑暗之光	name	item	Darklight
Demonic sigil mould	恶魔符印模具	name	item	Demonic sigil mould
Demonic sigil	恶魔符印	name	item	Demonic sigil
Demonic tome	恶魔典籍	name	item	Demonic tome
Black desert shirt	黑色沙漠衬衣	name	item	Black desert shirt
Black desert robe	黑色沙漠长袍	name	item	Black desert robe
Enchanted key	魔法钥匙	name	item	Enchanted key
Scroll	卷轴	name	item	Scroll
Chest	宝箱	name	item	Chest
Guthix mjolnir	古斯之锤	name	item	Guthix mjolnir
Saradomin mjolnir	萨拉多明之锤	name	item	Saradomin mjolnir
Zamorak mjolnir	扎莫拉克之锤	name	item	Zamorak mjolnir
Cat antipoison	猫用解毒剂	name	item	Cat antipoison
Poisoned cheese	毒乳酪	name	item	Poisoned cheese
Music scroll	音乐卷轴	name	item	Music scroll
Directions	指示牌	name	item	Directions
Pot of weeds	一罐杂草	name	item	Pot of weeds
Smouldering pot	冒烟的罐	name	item	Smouldering pot
Rat pole	捕鼠杆	name	item	Rat pole
Menaphite thug	梅纳菲特暴徒	name	item	Menaphite thug
Robe of elidinis	伊莉迪尼斯长袍	name	item	Robe of elidinis
Torn robe	破损的长袍	name	item	Torn robe
Shoes	鞋子	name	item	Shoes
Sole	鞋底	name	item	Sole
Ancestral key	古老钥匙	name	item	Ancestral key
Ballad	歌谣	name	item	Ballad
Choc-ice	巧克力冰棍	name	item	Choc-ice
Earth warrior champion scroll	土元素战士的冠军勇士卷轴	name	item	Earth warrior champion scroll
Ghoul champion scroll	食尸鬼的冠军勇士卷轴	name	item	Ghoul champion scroll
Giant champion scroll	巨人的冠军勇士卷轴	name	item	Giant champion scroll
Goblin champion scroll	哥布林的冠军勇士卷轴	name	item	Goblin champion scroll
Hobgoblin champion scroll	大哥布林的冠军勇士卷轴	name	item	Hobgoblin champion scroll
Imp champion scroll	小恶魔的冠军勇士卷轴	name	item	Imp champion scroll
Jogre champion scroll	乔格雷食人魔的冠军勇士卷轴	name	item	Jogre champion scroll
Lesser demon champion scroll	小恶魔的冠军勇士卷轴	name	item	Lesser demon champion scroll
Skeleton champion scroll	骷髅的冠军勇士卷轴	name	item	Skeleton champion scroll
Zombie champion scroll	僵尸的冠军勇士卷轴	name	item	Zombie champion scroll
Leon's champion scroll	莱昂.德库尔的冠军勇士卷轴	name	item	Leon's champion scroll
Granite legs	花岗岩腿甲	name	item	Granite legs
Wyvern bonemeal	飞龙骨粉	name	item	Wyvern bonemeal
Skeletal wyvern	骷髅飞龙	name	item	Skeletal wyvern
Wyvern bones	飞龙骨头	name	item	Wyvern bones
Fur	毛皮	name	item	Fur
Slender blade	细长刀刃	name	item	Slender blade
Bow-sword	弓剑	name	item	Bow-sword
Relic	遗物	name	item	Relic
Orb	宝珠	name	item	Orb
Star bauble	星星装饰球	name	item	Star bauble
Box bauble	盒子装饰球	name	item	Box bauble
Diamond bauble	钻石装饰球	name	item	Diamond bauble
Tree bauble	树形装饰球	name	item	Tree bauble
Bell bauble	铃铛装饰球	name	item	Bell bauble
Puppet box	木偶盒	name	item	Puppet box
Bauble box	装饰球盒	name	item	Bauble box
Bobble hat	绒球帽	name	item	Bobble hat
Bobble scarf	绒球围巾	name	item	Bobble scarf
Jester hat	小丑帽	name	item	Jester hat
Jester scarf	小丑围巾	name	item	Jester scarf
Tri-jester hat	三色小丑帽	name	item	Tri-jester hat
Tri-jester scarf	三色小丑围巾	name	item	Tri-jester scarf
Woolly hat	羊毛帽	name	item	Woolly hat
Woolly scarf	羊毛围巾	name	item	Woolly scarf
