english	translation	category	sub_category	source
Take-from	取出	inventoryActions	item	Infinite money bag
Help	帮助	inventoryActions	item	Fresh start helper
Accept trick-or-treat	接受不给糖就捣蛋	inventoryActions	item	Treat cauldron
Sniff	嗅闻	inventoryActions	item	Smelly sock
Destinations	选择传送点	inventoryActions	item	Ghommal's avernic defender 5
Forestry kit	开启林业套件选单	inventoryActions	item	Forestry basket
Log basket	原木篮	inventoryActions	item	Forestry basket
Empty basket	清空篮子	inventoryActions	item	Forestry basket
Craft	制作	inventoryActions	item	Secateurs blade
History	查看历史纪录	inventoryActions	item	Mulch
Ancient Vault	传送至古代金库	inventoryActions	item	Ring of shadows
Ghorrock Dungeon	传送至格罗洛克地牢	inventoryActions	item	Ring of shadows
The Scar	传送至深渊之痕	inventoryActions	item	Ring of shadows
Lassar Undercity	传送至拉萨尔地下城	inventoryActions	item	Ring of shadows
The Stranglewood	传送至绞杀森林	inventoryActions	item	Ring of shadows
Recall	召回	inventoryActions	item	Blackstone fragment
Squeeze	挤压	inventoryActions	item	Detonator
Set-off	引爆 / 出发	inventoryActions	item	Stink bomb
Fairy-ring	传送至仙女环	inventoryActions	item	Trinket of fairies
Summon Lil Zuk	召唤小祖克	inventoryActions	item	Trinket of undead
Summon Lil Kal	召唤小卡尔	inventoryActions	item	Trinket of undead
Summon Lil Wisp	召唤小精灵	inventoryActions	item	Trinket of undead
Nexus	开启传送介面	inventoryActions	item	Globetrotter pendant
Jewellery	开启首饰功能介面	inventoryActions	item	Globetrotter pendant
Note-Quantity	记数	inventoryActions	item	Banker's note
Un-note-Quantity	取消记数	inventoryActions	item	Banker's note
Summon	召唤	inventoryActions	item	Guardian horn
Dismiss	解散	inventoryActions	item	Guardian horn
Toggle-modes	切换模式	inventoryActions	item	Guardian horn
Change-outfit	切换外观	inventoryActions	item	Guardian horn
Change Prayerbook	切换祈祷书	inventoryActions	item	Ruinous powers
Toggle-activity	开启 / 关闭功能	inventoryActions	item	Echo boots
Signal	呼叫绿咬鹃	inventoryActions	item	Basic quetzal whistle
Rumour	查看猎人情报任务详请	inventoryActions	item	Basic quetzal whistle
Break-down	分解	inventoryActions	item	Blessed bone statuette
Darkfrost	传送至暗霜地牢	inventoryActions	item	Pendant of ates
Twilight Temple	传送至暮光神殿	inventoryActions	item	Pendant of ates
Ralos' Rise	传送至拉洛斯高峰	inventoryActions	item	Pendant of ates
North Aldarin	传送至北阿尔达林岛	inventoryActions	item	Pendant of ates
Kastori	传送至卡斯托里定居点	inventoryActions	item	Pendant of ates
Nemus Retreat	传送至内穆斯隐居地	inventoryActions	item	Pendant of ates
Colour	切换颜色	inventoryActions	item	Beige pumpkin (disgusted)
Carve	雕刻	inventoryActions	item	Beige pumpkin (disgusted)
Withdraw-all	全部取出	inventoryActions	item	Forager's pouch
Withdraw-last	取出最后存入的物品	inventoryActions	item	Forager's pouch
Current-step	查看当前线索内容	inventoryActions	item	Clue compass
Collect	收集	inventoryActions	item	Pocket kingdom
Manage-kingdom	管理王国	inventoryActions	item	Pocket kingdom
Relic Emote	遗物表情动作	inventoryActions	item	Raging echoes cane
Area Emote	区域表情动作	inventoryActions	item	Raging echoes cane
Detach	分离	inventoryActions	item	Echo venator bow
Detatch	分离	inventoryActions	item	Echo ahrim's robeskirt 75
Create-book	制作书籍	inventoryActions	item	Bronze staff of collection
Bryophyta	传送至布赖奥菲塔	inventoryActions	item	Giantsoul amulet
Obor	传送至奥博尔	inventoryActions	item	Giantsoul amulet
Branda and Eldric	传送至布兰达和埃尔德里克	inventoryActions	item	Giantsoul amulet
Radius	调整道具功能半径	inventoryActions	item	Soulflame horn
Max Players	设定分享经验的最大玩家数	inventoryActions	item	Soulflame horn
Wipe	清除	inventoryActions	item	Jim's wet cloth
Gl. Attenuation	发动衰减效果	inventoryActions	item	Contract of glyphic attenuation
Se. Clouding	发动感官遮蔽效果	inventoryActions	item	Contract of sensory clouding
Bl. Blows	发动重击效果	inventoryActions	item	Contract of bloodied blows
Di. Severance	发动断绝效果	inventoryActions	item	Contract of divine severance
Fo. Breath	发动气绝效果	inventoryActions	item	Contract of forfeit breath
Chomp	咬	inventoryActions	item	Rotten turnip
Touch	触摸	inventoryActions	item	Keystone fragment
Breaches	探测裂隙	inventoryActions	item	Events tool
Events	事件选单	inventoryActions	item	Events tool
Rummage	翻找	inventoryActions	item	Vale offerings
Hasty-rummage	快速翻找	inventoryActions	item	Vale offerings
Boat Teleport	传送船只至潘德莫尼姆岛	inventoryActions	item	Sailing cape
Rename Boat	更改船名	inventoryActions	item	Sailing cape
Fill-in	填写	inventoryActions	item	Form cr-4p
Consult	咨询	inventoryActions	item	Mayor of catherby
Crack-open	敲开	inventoryActions	item	Rubium geode
Look-through	透视	inventoryActions	item	Spyglass
Track-current	追踪水流	inventoryActions	item	Current duck
Take-reading	读取读数	inventoryActions	item	Portable weather station
View-tasks	查看任务	inventoryActions	item	Captain's log
View-charts	查看图表	inventoryActions	item	Captain's log
Bottle-boat	将船装瓶	inventoryActions	item	Boat bottle (empty)
Unbottle-boat	从瓶中取出船	inventoryActions	item	Boat bottle (full)
Port Roberts	传送至罗伯特港	inventoryActions	item	Sailors' amulet
Deepfin Point	传送至深鳍岬	inventoryActions	item	Sailors' amulet
Note/Unnote	记数 / 取消记数	inventoryActions	item	Trinket of avarice
Value	查看物品价值	inventoryActions	item	Trinket of avarice
Shop	开启商店	inventoryActions	item	Deadman's skull
Unlocks	解锁	inventoryActions	item	Deadman's skull
Breach Check	检查裂隙	inventoryActions	item	Deadman's skull
Examine	查看	inventoryActions	item	
Remove	移除	inventoryActions	item	
Add	添加	inventoryActions	item	
Add-5	添加5个	inventoryActions	item	
Add-10	添加10个	inventoryActions	item	
Add-All	添加全部	inventoryActions	item	
Add-X	添加 X个	inventoryActions	item	
Withdraw-1	取出1个	inventoryActions	item	
Withdraw-X	取出指定数量	inventoryActions	item	
Withdraw-All-but-1	只留一個	inventoryActions	item	
Placeholder	占位符	inventoryActions	item	
Edit-tags	编辑标签	inventoryActions	item	
Deposit-X	存入指定数量	inventoryActions	item	
Deposit-All	存入全部	inventoryActions	item	
Withdraw-5	取出5个	inventoryActions	item	
Withdraw-10	取出10个	inventoryActions	item	
Withdraw-100	取出100个	inventoryActions	item	
Deposit-1	存入1个	inventoryActions	item	
Deposit-5	存入5个	inventoryActions	item	
Deposit-10	存入10个	inventoryActions	item	
Deposit-100	存入100个	inventoryActions	item	
Remove-5	移除5个	inventoryActions	item	
Remove-10	移除10个	inventoryActions	item	
Remove-100	移除100个	inventoryActions	item	
Remove-All	全部移除	inventoryActions	item	
Remove-X	移除指定数量	inventoryActions	item	
Buy-offer	购买-报价	inventoryActions	item	
View tag tab	查看标签页	inventoryActions	item	
Enable	启用	inventoryActions	item	
Contents	内容	inventoryActions	item	
Select	选择	inventoryActions	item	
Collect-item	收集物品	inventoryActions	item	
Offer	报价	inventoryActions	item	
Smith	锻造	inventoryActions	item	
Smith set	锻造一套	inventoryActions	item	
Make	制作	inventoryActions	item	
Other quantity	其他数量	inventoryActions	item	
Flash icons	闪烁图标	inventoryActions	item	
Buy-1	购买1个	inventoryActions	item	
Buy-5	购买5个	inventoryActions	item	
Buy-10	购买10个	inventoryActions	item	
Buy-50	购买50个	inventoryActions	item	
